-;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl
613;fahrul umam;"""Jaman sekarang apa2 mahal, harga pada naik rakyat makin susah"" (nulis ya pake apple X -_-)";UgyrvKY9tHfqiX5MeWh4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyrvKY9tHfqiX5MeWh4AaABAg;2018-01-24 12:32:44;0;"""Jaman sekarang apa2 mahal, harga pada naik rakyat makin susah"" (nulis ya pake apple X -_-)";http://www.youtube.com/channel/UCDAPsZrXJeyGxPFRYL0aeMA
614;HARIMAU *;Di bikin markas TNI AJA .. JADI BENTENG UNTUK JAKARTA... MEMANG MANTAP GUBERNUR ANIES;UgwF9y-h9D1ADggUVL54AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwF9y-h9D1ADggUVL54AaABAg;2018-01-24 12:09:22;0;Di bikin markas TNI AJA .. JADI BENTENG UNTUK JAKARTA... MEMANG MANTAP GUBERNUR ANIES;http://www.youtube.com/channel/UCYtLp-__iaIbQQ9nzOnr8VA
615;Vera P;Itu rekayasa engineering, intinya untuk kemajuan kenapa ngak sih? Coba deh lihat Dubai, Jepang  Singapura yg pulau reklamasi untuk kawasan industri, wisata dan perumahan. Jakarta sebagai pusat pemerintahan dan bisnis perlu lahan untuk mendukung pertumbuhan ekonomi berkelanjutan, mulai sekarang ato 30 tahun lagi? Knp mesti ditunda? Hehehhe cuma saran aja.;Ugw597RHCPRR2AyQW5l4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw597RHCPRR2AyQW5l4AaABAg;2018-01-24 11:37:01;0;Itu rekayasa engineering, intinya untuk kemajuan kenapa ngak sih? Coba deh lihat Dubai, Jepang  Singapura yg pulau reklamasi untuk kawasan industri, wisata dan perumahan. Jakarta sebagai pusat pemerintahan dan bisnis perlu lahan untuk mendukung pertumbuhan ekonomi berkelanjutan, mulai sekarang ato 30 tahun lagi? Knp mesti ditunda? Hehehhe cuma saran aja.;http://www.youtube.com/channel/UCgAWgnpbRaJPCHLWHY7oroQ
616;Al Fawi;Mantep pak anis sandi;UgwM7jZ7dneLPISVy0B4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwM7jZ7dneLPISVy0B4AaABAg;2018-01-24 11:23:22;0;Mantep pak anis sandi;http://www.youtube.com/channel/UCNAq8er5b-i2BOZ8j8qtA4Q
617;Motivasi millenial;Karna reklamasi sudah terjadi, hal yang bisa dilakukan dg memanfaatkan untuk kepentingan masyarakat, kalo di hentikan lantas mau diapakan;Ugzd12eqifkeNv4xTxh4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzd12eqifkeNv4xTxh4AaABAg;2018-01-24 10:54:22;0;Karna reklamasi sudah terjadi, hal yang bisa dilakukan dg memanfaatkan untuk kepentingan masyarakat, kalo di hentikan lantas mau diapakan;http://www.youtube.com/channel/UCm6IP9GsqXWmwI9mqMpYvfA
618;Hendry Agustian;Sedih melihat kondisi kepemerintahan DKI Jakarta sekarang, padahal itu seperti revolusi untuk memperbaiki tata ruang kota dan agar Indonesia tidak sampai kekurangan tempat tinggal, terutama DKI Jakarta. DAN Biaya sudah keluar, hasil sudah ada tinggal digunakan, DIBATALKAN KARENA PERIZINAN... ujung2nya masalah UANG, otak PEBISNIS;Ugy9u0vgvkBIEuG8oRZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy9u0vgvkBIEuG8oRZ4AaABAg;2018-01-24 10:49:59;0;Sedih melihat kondisi kepemerintahan DKI Jakarta sekarang, padahal itu seperti revolusi untuk memperbaiki tata ruang kota dan agar Indonesia tidak sampai kekurangan tempat tinggal, terutama DKI Jakarta. DAN Biaya sudah keluar, hasil sudah ada tinggal digunakan, DIBATALKAN KARENA PERIZINAN... ujung2nya masalah UANG, otak PEBISNIS;http://www.youtube.com/channel/UCEgA00HRTGCIQm8FOcCEM9g
619;IKAISNA RISANTI;Trus kalo di batalin cara ngangkut pasir dri lautnya lgi gmn ?;UgwmO-1WAinCKYZWBzd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwmO-1WAinCKYZWBzd4AaABAg;2018-01-24 09:59:08;0;Trus kalo di batalin cara ngangkut pasir dri lautnya lgi gmn ?;http://www.youtube.com/channel/UC2qmjub6KK1rSs53SD7L0Jw
620;IKAISNA RISANTI;Pulaunya sampe apa si ? G kah ?;UgwVQvXrQ9R23_bXRMB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwVQvXrQ9R23_bXRMB4AaABAg;2018-01-24 09:58:42;0;Pulaunya sampe apa si ? G kah ?;http://www.youtube.com/channel/UC2qmjub6KK1rSs53SD7L0Jw
621;Ricky Tobing;yg di undang ini bintang tamu yg bkl bikin rating ni acara terjun bebas keknyah lol. gubernur kontroversi bkn menata jakarta kedepan lah mlh mundur semua peraturan yg sdh dibekukam mlh dilepas lg. becak misalnya. 100 hari pertama tanpa ada hasil apapun hahaha kasian. pd kangen ahok ya? org yg mulutnya gapake filter. yg dibilang kafir. yg hasil keringetnya ngebangun jakarta ud lo pada nikmatin tanpa sadar itu hasil bakti dia sm ibukota selama ini. pade ngaku berpendidikan tp di gocek sm isu sara recehan aja lgsg pd tereak ud yg kyk plg punya kepentingan aja. KOCAK AH;Ugy61_p3JENk0AJv1W14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy61_p3JENk0AJv1W14AaABAg;2018-01-24 09:47:25;0;yg di undang ini bintang tamu yg bkl bikin rating ni acara terjun bebas keknyah lol. gubernur kontroversi bkn menata jakarta kedepan lah mlh mundur semua peraturan yg sdh dibekukam mlh dilepas lg. becak misalnya. 100 hari pertama tanpa ada hasil apapun hahaha kasian. pd kangen ahok ya? org yg mulutnya gapake filter. yg dibilang kafir. yg hasil keringetnya ngebangun jakarta ud lo pada nikmatin tanpa sadar itu hasil bakti dia sm ibukota selama ini. pade ngaku berpendidikan tp di gocek sm isu sara recehan aja lgsg pd tereak ud yg kyk plg punya kepentingan aja. KOCAK AH;http://www.youtube.com/channel/UCCLhF_pBqrikEG8D7d_7Z8A
622;Leyooo;Kapan Indonesia ku tercinta ini bisa damai kembali tanpa nyinyir sana sini.. bukankah kita semua saudara? Perang yg mengerikan adalah perang sesama saudara2, ntah mana kawan, mana lawan.. udah yukk damai:(;UgwnV4KnJhajLeIfeEx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwnV4KnJhajLeIfeEx4AaABAg;2018-01-24 09:41:54;2;Kapan Indonesia ku tercinta ini bisa damai kembali tanpa nyinyir sana sini.. bukankah kita semua saudara? Perang yg mengerikan adalah perang sesama saudara2, ntah mana kawan, mana lawan.. udah yukk damai:(;http://www.youtube.com/channel/UC8IX-5D-OwXc9fUze4qx7KQ
623;Leyooo;hmmm yaa sama aja kalo saling nyerang, mau itu dari kubu manapun, jadi jangan salahkan anak cucu kita kelak kalo mereka jadi apatis agar tak di serang dan menyerang;UgwnV4KnJhajLeIfeEx4AaABAg.8bo-tAWhL408bqlhsYTBV-;Leyooo;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwnV4KnJhajLeIfeEx4AaABAg.8bo-tAWhL408bqlhsYTBV-;2018-01-25 11:27:00;0;hmmm yaa sama aja kalo saling nyerang, mau itu dari kubu manapun, jadi jangan salahkan anak cucu kita kelak kalo mereka jadi apatis agar tak di serang dan menyerang;http://www.youtube.com/channel/UC8IX-5D-OwXc9fUze4qx7KQ
624;Era;Yang dukung jokowi dan ahok sih ga bisa apa apa, kami sudah membela tapi apa guna jika yang menyerang masih ada. Yang jadi masalah adalah kubu sebelah yang kembali menyerang jokowi. Pilpres 2019 hampir tiba. Yang tinggal di jakarta ya siap siap saja lihat apa jadinya jakarta tahun 2022.;UgwnV4KnJhajLeIfeEx4AaABAg.8bo-tAWhL408bqDI7jzH54;Leyooo;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwnV4KnJhajLeIfeEx4AaABAg.8bo-tAWhL408bqDI7jzH54;2018-01-25 06:17:31;0;Yang dukung jokowi dan ahok sih ga bisa apa apa, kami sudah membela tapi apa guna jika yang menyerang masih ada. Yang jadi masalah adalah kubu sebelah yang kembali menyerang jokowi. Pilpres 2019 hampir tiba. Yang tinggal di jakarta ya siap siap saja lihat apa jadinya jakarta tahun 2022.;http://www.youtube.com/channel/UCTz_qJv0Z7xTJVjHXRt99Ug
625;Shinta chan;udah kaya gini trus mau distop? trus klo udah distop apakah nelayan bisa pergi bawa pulng ikan yg bnyak?;UgyBvcdLWb8nTVzeo0p4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyBvcdLWb8nTVzeo0p4AaABAg;2018-01-24 08:46:59;0;udah kaya gini trus mau distop? trus klo udah distop apakah nelayan bisa pergi bawa pulng ikan yg bnyak?;http://www.youtube.com/channel/UCY4W4gOXoCmZupYRNGjNyPQ
626;Muhammad Firdaus;kalau ga dilanjutin mubadzir. ibarat nasi sudah menjadi bubur.;UgyRQzjyHgmEtYAyxRl4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyRQzjyHgmEtYAyxRl4AaABAg;2018-01-24 07:28:07;0;kalau ga dilanjutin mubadzir. ibarat nasi sudah menjadi bubur.;http://www.youtube.com/channel/UC-St2jCLx-qw-eQiI1lDfzw
627;Ardit;Pulau C  G bolehlah batal.. lah yg D udah 100%, bangunan juga udah banyak.. kenapa ngga dilanjutin aja? Yang dibatalin juga jangan ditinggalin gitu aja seharusnya, angkut balik tanah  pasir nya;Ugw7lR-fifG2v2hIicB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw7lR-fifG2v2hIicB4AaABAg;2018-01-24 07:11:41;0;Pulau C  G bolehlah batal.. lah yg D udah 100%, bangunan juga udah banyak.. kenapa ngga dilanjutin aja? Yang dibatalin juga jangan ditinggalin gitu aja seharusnya, angkut balik tanah  pasir nya;http://www.youtube.com/channel/UC2FVO7OVG5tcvO2uaFygNFA
628;Jews Yahwe;Reklamasi di stop..siap2 ahok kena kejar para cukong pengembang reklamasi.. Wajar dia mengatur strategi untuk menceraikan istrinya,ada skema besar dibalik semua ini...itulah liciknya kaum parasit..;UgyKBOj9u8wct6ZYp714AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyKBOj9u8wct6ZYp714AaABAg;2018-01-24 07:01:37;0;Reklamasi di stop..siap2 ahok kena kejar para cukong pengembang reklamasi.. Wajar dia mengatur strategi untuk menceraikan istrinya,ada skema besar dibalik semua ini...itulah liciknya kaum parasit..;http://www.youtube.com/channel/UCs2v2PAIqzOi2vBhqYUH8Pg
629;harumi azahra;Nyimak... Bingung mau koment apa?? Cuma bengong aja liat pulau penuh dengan bangunan ruko megah,tp kosong tak berpenghuni,klo di hentikan mau jadi apa??;UgyxxQ7AOrA1bOzFcjd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyxxQ7AOrA1bOzFcjd4AaABAg;2018-01-24 03:01:55;0;Nyimak... Bingung mau koment apa?? Cuma bengong aja liat pulau penuh dengan bangunan ruko megah,tp kosong tak berpenghuni,klo di hentikan mau jadi apa??;http://www.youtube.com/channel/UC6LIiOg9gQm5GAcrdbXNJzg
630;Nirwan Latif;INIKAH KEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA ?????;UgzDRWo0yrUTj8410qt4AaABAg;;4;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzDRWo0yrUTj8410qt4AaABAg;2018-01-24 02:18:06;1;INIKAH KEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA ?????;http://www.youtube.com/channel/UCcEFZF4HtiUS0bJ6O0_Z3EQ
631;ipul Sandores;Apa kabar 2021 yang komentar;UgzDRWo0yrUTj8410qt4AaABAg.8bnD5i6lg2u9I_fwp6c1R1;Nirwan Latif;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzDRWo0yrUTj8410qt4AaABAg.8bnD5i6lg2u9I_fwp6c1R1;2021-01-16 11:10:52;0;Apa kabar 2021 yang komentar;http://www.youtube.com/channel/UCikPE75T2kfmWhAntFpNrqw
632;nur hodijah;Mubajir, meng hbis kn waktu, tenaga, pikiran ahir ny, jd pulau hantu;UgzxKUzIMqagNwucX0B4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzxKUzIMqagNwucX0B4AaABAg;2018-01-24 01:57:57;0;Mubajir, meng hbis kn waktu, tenaga, pikiran ahir ny, jd pulau hantu;http://www.youtube.com/channel/UCOMy2zRDHs-xgV_GB4UfdXg
633;Fahmi Idris;Min, beberapa tulisan bentrok warna hingga sulit dibaca.;UgzJq3v_OOmpx3sxbh14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzJq3v_OOmpx3sxbh14AaABAg;2018-01-24 01:14:52;0;Min, beberapa tulisan bentrok warna hingga sulit dibaca.;http://www.youtube.com/channel/UCKyFkq997s09NIGJ3UNLPIA
634;Reza Juliana N;Bener? Apa gebener?;UgxXQlMU3xCat_k0yEd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxXQlMU3xCat_k0yEd4AaABAg;2018-01-24 01:02:57;0;Bener? Apa gebener?;http://www.youtube.com/channel/UCIVa2gCtsszEi9YoCZ2_W_Q
635;ojo nesu;Anis Sandi is the best ??;UgyYqQNYVBiE7Bxqjox4AaABAg;;17;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyYqQNYVBiE7Bxqjox4AaABAg;2018-01-24 00:06:01;9;Anis Sandi is the best ??;http://www.youtube.com/channel/UChlBg0XFAxOp1UH-LUWi4DA
636;Nabila Nalanda Ilyas;Sepakat bang ?????? Pulau Reklamasi deket sama PIK, area elit yg ga mungkin rakyat Indo semua yg pake, pasti holang kaya berkecukupan asing aseng, jalurnya pulau memudahkan selundupan narkoba dari china, dan lihat saja, developernya pasti ada asing aseng juga, mana kita tahu, jika ternyata ada rencana lain yg lebih busuk dari itu, siapa tahu? Reklamasi peluang Indonesia makin dijajah scr tidak langsung, jadi mau tidak mau ya harus distop. Yg udah jadi semoga bisa dikelola dan dimanfaatkan dgn baik, yg belum jadi segera alih fungsikan agar tidak merusak ekosistem dan peluang buat goodbener untuk menunjukkan kinerja terbaik. Hmmm...;UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8lhXPk44oAT;ojo nesu;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8lhXPk44oAT;2018-09-27 11:34:06;0;Sepakat bang ?????? Pulau Reklamasi deket sama PIK, area elit yg ga mungkin rakyat Indo semua yg pake, pasti holang kaya berkecukupan asing aseng, jalurnya pulau memudahkan selundupan narkoba dari china, dan lihat saja, developernya pasti ada asing aseng juga, mana kita tahu, jika ternyata ada rencana lain yg lebih busuk dari itu, siapa tahu? Reklamasi peluang Indonesia makin dijajah scr tidak langsung, jadi mau tidak mau ya harus distop. Yg udah jadi semoga bisa dikelola dan dimanfaatkan dgn baik, yg belum jadi segera alih fungsikan agar tidak merusak ekosistem dan peluang buat goodbener untuk menunjukkan kinerja terbaik. Hmmm...;http://www.youtube.com/channel/UCsKV482bgh-dKXIu5UExPsg
637;Keben Lu;Kerja nol bacot paling banyak iya dak?;UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8hC9G0TRWCA;ojo nesu;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8hC9G0TRWCA;2018-06-07 11:41:47;0;Kerja nol bacot paling banyak iya dak?;http://www.youtube.com/channel/UCYTDcRm8WWTEUTWbY3PSSSw
638;Akun Game;ojo nesu Lo gak punya mata ya???;UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8c5C1B_BtA6;ojo nesu;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8c5C1B_BtA6;2018-01-31 11:14:19;0;ojo nesu Lo gak punya mata ya???;http://www.youtube.com/channel/UC-SfIS6RpRTx5iwwYUXuRUg
639;Lya Densiana sari;The best ancurnya;UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8c3_KmcUL_i;ojo nesu;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8c3_KmcUL_i;2018-01-30 20:08:13;0;The best ancurnya;http://www.youtube.com/channel/UCmmBCwTqdFWiI9IT7B8FjtQ
640;my workzone;Jakarta kembali ke jaman batu;UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8bvkta2WVUP;ojo nesu;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyYqQNYVBiE7Bxqjox4AaABAg.8bmyzDO30eW8bvkta2WVUP;2018-01-27 09:56:04;0;Jakarta kembali ke jaman batu;http://www.youtube.com/channel/UCMGybwntX0pqdIhieos7TEg
641;tukang unduh;Mua sampakai kapan ketinggalan..ayu maju lanjutkan reklamasi sebanyak2 biargak punuh orang jakarta;UgznecNMPIjfVHEITA14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgznecNMPIjfVHEITA14AaABAg;2018-01-23 22:21:31;0;Mua sampakai kapan ketinggalan..ayu maju lanjutkan reklamasi sebanyak2 biargak punuh orang jakarta;http://www.youtube.com/channel/UCxiF5B1tSXqpLpuh38TnWtQ
642;Muap 369;Lelang ruko bangunan dll ke orang lokal jangan ke orang CINA. Ganti developer ke BUMN wika / adhi (apg) /hk/nindya karya UNTUK PROGRAM RUSUN DP 0%. Kasian warga DKI original banyak yang belum punya rumah. Kalau cina biar lah mereka balik ke negara nya jangan buat indonesia semakin padat dengan cina;Ugy7YJCeLMIiGbHAEtp4AaABAg;;2;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy7YJCeLMIiGbHAEtp4AaABAg;2018-01-23 22:13:53;1;Lelang ruko bangunan dll ke orang lokal jangan ke orang CINA. Ganti developer ke BUMN wika / adhi (apg) /hk/nindya karya UNTUK PROGRAM RUSUN DP 0%. Kasian warga DKI original banyak yang belum punya rumah. Kalau cina biar lah mereka balik ke negara nya jangan buat indonesia semakin padat dengan cina;http://www.youtube.com/channel/UCFVXdFmfZsH8cBvPM4a-xtA
643;Muap 369;Up;Ugy7YJCeLMIiGbHAEtp4AaABAg.8bmm9-C1xVe8bmmh6gJ7Ho;Muap 369;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy7YJCeLMIiGbHAEtp4AaABAg.8bmm9-C1xVe8bmmh6gJ7Ho;2018-01-23 22:18:41;0;Up;http://www.youtube.com/channel/UCFVXdFmfZsH8cBvPM4a-xtA
644;Manuwu90;Cocok tuh pulau buat uji nuklir aja..;UgxePvxok6aIxBBuafR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxePvxok6aIxBBuafR4AaABAg;2018-01-23 21:40:59;0;Cocok tuh pulau buat uji nuklir aja..;http://www.youtube.com/channel/UC8JFSwajbvwfBgr5MA_9G-g
645;Fariz alam kusuma;Buat siapa sih pulau itu?;UgzwkSJv88QeT7oJ31J4AaABAg;;2;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzwkSJv88QeT7oJ31J4AaABAg;2018-01-23 20:48:29;2;Buat siapa sih pulau itu?;http://www.youtube.com/channel/UCewDN0n9uPMzu7hbnD3B4ng
646;albarbasy ahmad;buat cukong2 cina, taipan;UgzwkSJv88QeT7oJ31J4AaABAg.8bmcNXGB5nP8lfwJn4W0Fs;Fariz alam kusuma;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzwkSJv88QeT7oJ31J4AaABAg.8bmcNXGB5nP8lfwJn4W0Fs;2018-09-26 20:42:00;0;buat cukong2 cina, taipan;http://www.youtube.com/channel/UCDVUIEsvadYkK4Lkn01D0FQ
647;jay yantie;Fariz alam kusuma buat nambah penghasilan lap kerja. destinasi dll;UgzwkSJv88QeT7oJ31J4AaABAg.8bmcNXGB5nP8bxwBZ6qPrx;Fariz alam kusuma;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzwkSJv88QeT7oJ31J4AaABAg.8bmcNXGB5nP8bxwBZ6qPrx;2018-01-28 06:13:16;0;Fariz alam kusuma buat nambah penghasilan lap kerja. destinasi dll;http://www.youtube.com/channel/UCsMFtrs5NCusaeof0MwTiKQ
648;Komang Yoga;"mbak nana/admin udah nonton Watchdoc Documentary ""Rayuan Pulau Palsu""? full videonya 1 jam. mau tau ajasih tanggapannya. Link: https://www.youtube.com/watch?v=fOdyk2QxY6U itu video ""cukup"" brainwashing sih. video tahun 2106. waktu itu saya ndak tau apa-apa masalah reklamasi jakarta, tapi setelah nonton video 59menit itu jadi vokal nolak reklamasi, tapi sekarang kayaknya karena sudah semakin sering baca-baca/browsing-browsing jadi semakin netral, karena semakin ngerti bahwa banyak yg janggal tentang reklamasi maupun penolakannya. hahahaha";UgzviPPnA2PvGBBDWJN4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzviPPnA2PvGBBDWJN4AaABAg;2018-01-23 20:45:16;2;"mbak nana/admin udah nonton Watchdoc Documentary ""Rayuan Pulau Palsu""? full videonya 1 jam. mau tau ajasih tanggapannya. Link: https://www.youtube.com/watch?v=fOdyk2QxY6U itu video ""cukup"" brainwashing sih. video tahun 2106. waktu itu saya ndak tau apa-apa masalah reklamasi jakarta, tapi setelah nonton video 59menit itu jadi vokal nolak reklamasi, tapi sekarang kayaknya karena sudah semakin sering baca-baca/browsing-browsing jadi semakin netral, karena semakin ngerti bahwa banyak yg janggal tentang reklamasi maupun penolakannya. hahahaha";http://www.youtube.com/channel/UCLQ3w3lRyZpwok9G9n7DsLg
649;Faizal Kurniawan;Mas jangan liat itu doang, liat semua video watchdoc nilai secara keseluruhan/sinergi/kebersambungan dan pakailah hati, baru kita bakal paham apa yang ingin watchdoc sampaikan;UgzviPPnA2PvGBBDWJN4AaABAg.8bmc-tIXXpm8cE9iRLksgu;Komang Yoga;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzviPPnA2PvGBBDWJN4AaABAg.8bmc-tIXXpm8cE9iRLksgu;2018-02-03 22:47:18;0;Mas jangan liat itu doang, liat semua video watchdoc nilai secara keseluruhan/sinergi/kebersambungan dan pakailah hati, baru kita bakal paham apa yang ingin watchdoc sampaikan;http://www.youtube.com/channel/UCA3tlYUwijiQVHnKw-U5kdw
650;Era;"Video itulah brainwashing dari kubu sebelah brow! Nelayan di situ sudah di brainwash dari tahun 2010an tentang akibat dari reklamasi. Dari sejak jaman fauzi bowoan. Katanya "" karang jadi rusak ketika di timbun dan ga bisa mancing lagi di pulau reklamasi (wwk). Itulah akibat dari reklamasi."" Yang logis pun bisa pikir, jika di timbun ya ga bisa di pakai lagi. Emang mau buat tanah bertingkat? Nelayan juga biasanya melaut sampai kepulauan seribu, yang melaut dalam 1 km cuma nelayan kecil yang biasanya melaut, jual ikan hasil jual cuma cukup untuk sehari.";UgzviPPnA2PvGBBDWJN4AaABAg.8bmc-tIXXpm8bq836GbGVQ;Komang Yoga;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzviPPnA2PvGBBDWJN4AaABAg.8bmc-tIXXpm8bq836GbGVQ;2018-01-25 05:31:47;0;"Video itulah brainwashing dari kubu sebelah brow! Nelayan di situ sudah di brainwash dari tahun 2010an tentang akibat dari reklamasi. Dari sejak jaman fauzi bowoan. Katanya "" karang jadi rusak ketika di timbun dan ga bisa mancing lagi di pulau reklamasi (wwk). Itulah akibat dari reklamasi."" Yang logis pun bisa pikir, jika di timbun ya ga bisa di pakai lagi. Emang mau buat tanah bertingkat? Nelayan juga biasanya melaut sampai kepulauan seribu, yang melaut dalam 1 km cuma nelayan kecil yang biasanya melaut, jual ikan hasil jual cuma cukup untuk sehari.";http://www.youtube.com/channel/UCTz_qJv0Z7xTJVjHXRt99Ug
651;Lili 131;2tahun aku tinggal di jkt dan keliling ke beberapa perumahan elite di setiap pelosok jakarta juga banyak rumah/bangunan kosong, tapi di belakangnya padat dgn rumah kumuh. Intinya tidak usah murka bikin bangunan utk kaum elite lah, toh penduduk Indonesia kebanyakan kaum menengah ke bawah. Mending bangun rumah utk kalangan menengah kebawah dijamin langsung padat penduduk meskipun harga rendah tapi tidak kosong dan mubah.;Ugzi3tpA4uOxHKoIBPx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzi3tpA4uOxHKoIBPx4AaABAg;2018-01-23 20:25:23;0;2tahun aku tinggal di jkt dan keliling ke beberapa perumahan elite di setiap pelosok jakarta juga banyak rumah/bangunan kosong, tapi di belakangnya padat dgn rumah kumuh. Intinya tidak usah murka bikin bangunan utk kaum elite lah, toh penduduk Indonesia kebanyakan kaum menengah ke bawah. Mending bangun rumah utk kalangan menengah kebawah dijamin langsung padat penduduk meskipun harga rendah tapi tidak kosong dan mubah.;http://www.youtube.com/channel/UCUV2N6GfPl9-7YDK9gddsIQ
652;Niko Daniel;coba dibuka apa sih isi perda reklamasi yang dicabut itu, banyak ribut reklamasi tapi ngak pernah mempertanyakan apa isi perdanya. ribut-ribut yg betul2 ngak cerdas menurut saya.;UgxUXa1LM-zq13d1H3h4AaABAg;;19;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxUXa1LM-zq13d1H3h4AaABAg;2018-01-23 20:10:25;4;coba dibuka apa sih isi perda reklamasi yang dicabut itu, banyak ribut reklamasi tapi ngak pernah mempertanyakan apa isi perdanya. ribut-ribut yg betul2 ngak cerdas menurut saya.;http://www.youtube.com/channel/UCOM3EvnliExqHy6VBFJkpFw
